productionvolume,productioncost,supplierquality,defectrate,qualityscore,maintenancehours,stockoutrate,safetyincidents,energyefficiency,defectstatus
823,7828.109086238766,84.86249060845337,4.2760472139777415,62.04958164585699,22,0.0820283125020202,0,0.1895633764755114,1
212,6528.396513094052,83.7986948732204,3.624236358961383,79.98680974916213,0,0.0295517439590956,1,0.3191746064646931,1
771,5417.783612316116,90.6723386261842,2.3894131589163807,78.89053843180861,9,0.024704755220977,1,0.4840129821876314,0
732,19936.016780769845,96.63147851820904,0.8771379506922392,83.24591659893042,13,0.0584209141199231,0,0.3365837725329408,1
153,17863.435064919257,98.22241002783916,2.1576852841313032,77.97836772734965,16,0.0691760530763277,9,0.1140756338160639,1
605,19413.80220393237,81.78679804583734,4.335064362391599,68.0203809420355,0,0.0882797795503115,7,0.4686916619956687,1
402,10357.885009895672,95.38501118483174,0.5915337398042044,86.08455914494994,17,0.0312186893720208,7,0.3355144181207213,1
288,10782.678571053835,91.5958568766591,4.951999790727239,78.30506530357763,13,0.0458443400334192,3,0.3286413180944261,1
436,18952.47804293825,96.33755971787564,4.927306652813956,70.69350249646658,20,0.063234442639175,4,0.4036012949080757,1
480,17318.752318395564,89.01973005296688,4.295481996491331,98.94430595202796,9,0.0925959713621396,4,0.3334631970501678,1
260,13957.329589854528,87.40982874119028,0.860146563946715,81.74160950922284,17,0.0852754566551292,0,0.4215028224055039,1
591,7344.754560632913,87.7247279059818,3.1618795880991786,61.56529017935438,12,0.0269861577118485,0,0.4524747305743409,1
780,12344.66114048049,95.06625863758514,4.277168885920506,69.69663650179456,0,0.0240685320210693,6,0.2535028574141545,1
297,11597.834595707523,82.96201597254255,4.7310538679280025,82.20341001891279,17,0.0904110812559533,3,0.3494510998071463,1
341,18355.76481282899,94.13285043497868,3.25087482674924,73.40497066784899,6,0.0155594326029156,5,0.1100426558020709,1
956,15919.089604606475,91.66614496368408,3.5572706965059173,87.31349064115597,18,0.0749686157695302,7,0.4257380239025888,1
650,12260.308587641062,94.3991907873896,3.116787393308325,95.4353095028698,12,0.0198307119696409,3,0.4941002898782999,1
355,7209.545664184556,92.96513908155644,2.8853982361149075,81.42526611388928,3,0.032795493047959,5,0.462466398925332,0
289,18638.303087923403,99.9758587163131,4.447197051670374,60.38342560577578,16,0.0799052137987888,1,0.1583308736783232,1
289,5220.400829824308,83.49569975766732,4.782216031249046,74.19767857956967,17,0.0626676430620448,8,0.4520760777344299,1
327,17818.210898032703,80.48853765881266,4.443584508622362,98.65739240337278,11,0.0900361387367103,3,0.4136925907210053,0
519,13110.477149673654,84.8331784163837,2.811437023195983,86.95002585035435,13,0.0594200910567654,1,0.3678756772246748,1
459,15891.272772257757,92.22989705438398,0.6791255744993929,72.59761222724998,3,0.0191925286647728,7,0.2267275482824986,1
347,12693.121134579016,97.87548375523888,4.864665081046746,72.95742264312135,22,0.0442096197425744,9,0.1892352456326329,1
573,12581.826768656749,82.52220283357249,1.7322913359466665,61.95366493282976,15,0.0963559476896878,4,0.2284292800094915,1
683,14879.920324096503,90.08526921586063,1.992606132530236,83.46572049782537,10,0.0063769878065409,2,0.3560100192860852,0
322,5744.215600082562,99.55707387003564,2.0416944704815374,66.67895494690217,4,0.0644223169511041,8,0.3520295718784928,1
712,19506.89922888756,90.87574140783494,0.8826962958773201,73.92382190031496,2,0.0487282351168773,3,0.4117808487583305,1
255,7880.241271100551,98.1064365675218,1.658038946852895,80.77053657951377,4,0.0116527610718751,1,0.4655042096928322,0
589,5725.440665731713,87.88682292701328,0.5454068225984668,81.70280813632272,0,0.0492192383013758,5,0.2473006528797903,0
732,12616.36757282853,91.70521751019692,1.6583505358851744,76.11999036214408,17,0.0923276250112636,3,0.1358877276825633,1
175,10012.890712596649,86.124784904568,2.8653396260016635,90.21996274787148,1,0.0751169495177886,2,0.4550028760472515,0
625,12443.881293235425,81.02448592808626,3.720544160551596,75.37356111834112,16,0.0922099900126268,1,0.1904778499379945,1
358,8220.438311950333,93.33417710792914,4.175872162434601,63.32774707406029,12,0.0612373815739234,1,0.1964360598149419,1
810,15963.055186642408,96.75682761811038,0.9106275617701038,60.38024809672422,16,0.0711681748329112,0,0.1519123069197697,1
941,7028.259705692821,87.10579286438637,1.2718084894161,86.18089076043768,15,0.0919114606383143,4,0.2430728439838702,1
988,9708.17114772541,84.79897807447263,0.9550633468174624,70.07633061469686,10,0.082608677389543,9,0.179965613517319,1
691,16888.92219813702,91.56144204024824,2.346519174510969,86.23395794295496,3,0.0070932472052581,6,0.1773684051334201,0
999,8456.249931760249,91.5954288352496,1.789966618012637,69.56707179429505,6,0.0386364624835316,9,0.1455338367503667,1
388,9806.019292103225,81.97937246817413,4.957543457405306,86.68006130723458,18,0.0831079926774265,6,0.3195556253982949,1
830,14036.741629498816,87.5984858192403,1.7150224840925627,67.07452848375662,15,0.0824756313468423,3,0.1645611447544267,1
457,17587.199121061287,94.88838507626652,2.4246180910229205,71.66612741578795,18,0.0327391886007406,4,0.4086365419371766,1
422,11165.316128983188,92.78215693989412,4.454139127217342,77.66026973156684,22,0.0567915285994904,3,0.2667016219306447,1
953,19325.90767227484,80.49288809272646,4.415248368991772,60.06899288439363,2,0.0099426590312944,1,0.4178879013058839,1
842,17205.85015583341,92.13378646395772,4.178664207905632,86.13359697675243,20,0.0477363712435502,1,0.4779252770303165,1
505,5820.990603874789,86.29866454917865,2.5068437168198257,79.33272886209014,6,0.0031860158978443,2,0.2391369727740495,0
565,8572.199804985445,95.34466788318446,3.315502312842169,89.77123757176656,0,0.0416392091859865,1,0.4550155539891439,1
867,8404.678092072816,93.71077241125246,1.5576295420316015,83.65629651595656,14,0.0259055595422435,2,0.2880149099760565,0
497,17835.441407563092,93.85840458449576,2.365343732255815,71.55831276562868,16,0.0391561603407914,1,0.1662841948286505,1
727,17014.080823121454,82.35877349748466,3.553426598964691,83.53775310562092,13,0.0189481402730813,5,0.4139151971771644,0
557,13650.535982866344,88.99607981408857,3.104152914615091,69.13280695187771,10,0.0119865129849521,6,0.4048792421973236,1
672,8895.06258425621,98.65296201084956,1.1151278352006633,61.771817239879695,9,0.0154222460528921,5,0.2521252441742115,1
610,13543.096693506555,95.77827925931734,0.953121204967114,72.10015841405647,15,0.0984042071253719,7,0.4353373883582204,1
984,18475.796998760525,94.95303649129956,4.609605287697423,60.14586811138705,9,0.0161539559947284,9,0.2183560237751979,1
714,7602.44075532533,87.58731196408374,1.1756913988274384,90.05229182608706,11,0.0111800780700827,6,0.4186821994947189,1
937,14915.213813709805,92.51682389964752,4.427583462857493,88.06397399598387,10,0.0170133798145342,8,0.3992180353407826,1
140,6065.523335660032,99.9841459788688,4.50641505296143,87.45679575990567,14,0.078235344648779,4,0.1928217286762987,1
517,9181.398086218294,94.74862882854244,1.7752896255676722,81.86377053988979,6,0.0767556416483513,0,0.132105836210099,0
266,14293.84006189761,86.52340508256506,1.94781663436225,69.66171250863911,21,0.0732450330908936,2,0.3464071167525449,1
690,9615.186342169229,87.4787742720755,1.5204629900784494,77.56282458967758,13,0.048207539695334,1,0.4522381971279055,1
881,6837.467929489838,86.92938574157334,1.3213919795390323,62.22188933950584,6,0.0062967881799577,8,0.1137998889644175,1
693,6924.887932831468,82.0123995444518,2.824940701675593,97.8469481918538,7,0.0922275716600319,8,0.1188526096525223,0
302,13664.196209557003,91.0897822864234,4.0576645789268575,95.75559050888766,6,0.0426121818037366,6,0.2227362411913062,0
733,17969.8838278721,94.58480498195136,3.116026476195344,72.45663015524634,11,0.0413740030959883,8,0.3860412714228368,1
684,14627.29275202153,96.24634665428238,4.176358027136943,77.1880322817264,1,0.0959089288376219,8,0.4057903235320423,1
260,18536.04914166012,94.28775124074583,4.884429367419863,80.040822880625,7,0.0890483957348864,2,0.4228925166721412,1
139,10323.46525229831,81.33982188791695,3.272443529672096,82.03062905488612,6,0.0145210060611277,0,0.3721458231148628,1
948,15387.98647305662,95.24259240900648,3.127249726814402,63.9784638980876,15,0.0430671605409185,9,0.3875258890905145,1
462,11289.074917490329,89.48906359689046,4.419013057105127,66.35860376090523,7,0.090618577103305,5,0.465582309755456,1
631,5263.285450499434,93.60501376660748,1.5883382617913575,93.65233405998808,14,0.0290357987623762,4,0.4883232639668551,1
758,14086.688741790354,85.48425778248294,2.791800458059668,68.17785468262652,3,0.0151240296107912,0,0.1651598112771192,1
194,6430.98915969816,86.68091096839919,4.731422689576689,98.77320501406642,13,0.0618306650976972,1,0.4608423458409841,1
426,16943.621758120527,90.66960417489564,4.884091364847814,78.64014057412052,22,0.0682193392209019,5,0.4749657640029894,1
122,10877.890597820391,84.43558983867092,1.5392316164933018,81.16760394986268,9,0.059775003688566,3,0.2881601678578113,0
136,16359.244674132511,84.67249527297133,2.2479224955253567,74.62568650816846,4,0.0662672869656666,3,0.1031568904032203,1
515,9852.956187282372,88.0557106809299,3.0142553369564857,64.38391481340508,8,0.0993380320329213,0,0.2215357229946703,1
999,17825.45302429903,82.27292077393439,2.5278054129867606,77.78422396944404,12,0.0501878641251858,4,0.2814284077692019,1
991,18435.34916399925,80.87762176737488,3.7796998104173545,95.59989930324528,15,0.085941152703947,1,0.224804286277336,1
403,13906.709479151785,88.51786310073363,1.768215555948581,83.99471892620188,4,0.0046040396155641,4,0.3349255258106191,0
417,18060.035511882765,83.59302435910683,2.423527399591185,63.49918423003712,14,0.0955837036975037,8,0.4324349347724218,1
833,16686.5387959368,84.6415715573233,1.0132263396742944,61.6207810175868,8,0.0601687349570781,0,0.4009009024648283,1
906,6798.366402090682,80.77598909457775,2.596850366837616,75.14762653332009,20,0.0639314918878632,6,0.2044002276319633,1
744,13743.890852063949,89.33366311661729,4.360978502273114,83.19933281808335,2,0.0117779419376966,7,0.4215075133189619,1
186,14003.771151493744,82.51604672692103,2.522668843334426,84.45412123100567,6,0.005697352560537,7,0.378691317774228,1
615,8364.778382802893,82.63130613278709,2.349683512585752,68.1780530493012,21,0.0041281914888519,8,0.3061571885572988,1
614,13930.49555235309,83.2784052409389,1.2391864867428075,84.07057768441877,17,0.0491320139903003,5,0.4966750950624502,1
232,10367.168740033896,98.4461555096717,4.788709637719302,62.92926017108935,2,0.0336227288641563,2,0.2322723142225907,1
139,14926.665987074575,87.13446338617813,4.938601079775835,70.67215128369006,19,0.0816010841824462,7,0.2822233956378771,1
636,7653.454262359759,88.48370111491953,2.3788526274838864,95.02226617398424,23,0.0592178472781433,9,0.1952548941776373,1
349,10106.173341713897,96.13415615490123,4.865258120171313,96.30901372517371,0,0.0536403510875083,2,0.3774983608382144,1
452,7943.685750592484,81.50285906355172,2.8463991905674577,91.14141484013622,10,0.0890505850435177,2,0.4503307389828918,0
637,11449.778211815896,87.16438082486145,3.265164536913421,79.64554142783308,14,0.0837567866080856,9,0.2376983597880959,1
136,6620.38631196037,90.56378523512711,2.856525799995433,95.53303258810487,16,0.0962957936181727,6,0.4813235453068868,1
912,14023.30818949736,84.2023555188043,2.198954403480008,91.9268321047138,5,6.747294865960818e-05,7,0.2486053613389957,1
918,18726.35102610565,96.21367140675184,1.5209173234917237,79.47762852956993,10,0.0653117612005731,5,0.1450107161251195,1
205,15145.416018090862,87.46414738210254,2.5470797129707874,70.13876564971575,14,0.0180141553798975,2,0.1955260308052717,1
942,8079.994080601997,82.85571273335769,2.339796477762807,73.29790872990553,3,0.0418499970466839,9,0.2807294061122788,1
437,9096.062149592186,86.52441013961862,4.817478180835242,62.66488349469846,9,0.0768432554257624,9,0.4129150421508988,1
138,6430.413819095053,97.18649902140952,4.626705155695142,97.3546815940528,16,0.0738137936821427,4,0.2522577695837739,1
599,5722.790185899444,89.60367030523776,1.1402879837492113,83.98560576275865,9,0.0106249815881142,9,0.331505357320854,0
900,6964.606144912611,84.291296401857,2.1735319979352923,81.27927199620004,12,0.0690470242133524,7,0.4885516861032042,1
742,15962.314474710947,85.81753708463165,1.594858675923352,83.657997257721,5,0.0495130415202827,7,0.3714680800449745,0
866,7606.423897036157,91.38412926258856,3.675289118810648,68.93995017418577,0,0.0377111481055794,1,0.158948352702495,1
324,15086.907470375432,94.89501463259845,4.593732403584992,87.31846374168259,2,0.0666214740146417,3,0.1370119310085834,1
663,7281.564248334093,88.11290518894475,4.073732189769243,98.61554814653718,18,0.0176330192159156,6,0.2575284678390397,1
178,16541.63869132335,96.02743070927274,3.586681493186988,69.29876160867053,6,0.0271824850165441,3,0.2380880242216706,1
762,10660.447651949762,92.19057019508128,3.6902935554278975,81.50498402989419,0,0.0087399689105195,1,0.1189498910325601,1
477,13463.47725026804,85.67014380541879,1.2120766820339608,97.92978142889874,11,0.0781028041942947,5,0.2204714870504864,1
240,14340.343114246962,80.14193064989774,0.7876542388637244,81.85238285517195,2,0.0921941041986244,8,0.4364118288407337,0
492,14490.678181229014,84.21526198859813,3.788180979632988,79.51830559162995,4,0.0025211832239428,1,0.3056168704621045,1
562,9541.626924079508,86.84950438372609,1.2585611497645075,61.60591080114961,11,0.0430530709737077,1,0.323082336120003,0
231,8133.240860077456,94.37398531945593,4.782111392479413,94.03121530522728,17,0.0963504515788454,8,0.1554524910648224,1
958,11160.239495154245,85.0698750651438,4.830251270686085,81.70637128546271,21,0.0798829590490379,9,0.1247872243756523,1
838,13664.47631516634,82.39493577001063,1.7243787091008995,74.46763245201012,18,0.0884743384840022,9,0.4174831330751972,1
484,8893.126747641356,84.67380897650727,2.4066191839983904,65.27083554388145,17,0.0184466240390449,9,0.2933740230560884,1
616,15986.015735875686,86.94576948611396,1.2637554788654284,80.54088307649934,21,0.060228100435292,1,0.4302683441372598,1
127,9646.817888136487,93.014487686676,4.362602248215936,65.48868926440264,11,0.0780596492894013,5,0.289610333891067,1
189,7711.777258435693,94.38045640867202,0.8270775995118038,92.23717464637862,20,0.098678853807449,9,0.103948372815691,1
500,11980.054009092291,84.68115550034999,1.4600595855205694,89.80320684648872,12,0.0262030093331144,6,0.1194260926240466,1
218,13368.105134901098,93.01213046504208,4.915977310122993,61.43098762856032,20,0.0976539499426761,4,0.3131892686387088,1
245,17254.60860907755,81.72915014240304,0.6709902678713398,66.05928452119832,7,0.0462630050675224,4,0.2494030518912809,1
125,15934.715924837246,84.86885233530822,1.1283904859431262,93.69427150873528,21,0.0840917747401691,4,0.4227634478893496,1
747,5865.982388376759,99.37888794348582,0.8016263556688523,61.09940779317484,11,0.0235995995837832,0,0.39550983722393,1
379,11028.307998360951,85.82392909993249,3.515834603350434,60.53619257007964,1,0.0724305629731156,9,0.4654711576109854,1
174,16592.143599355062,99.10350320956265,2.8947086824317605,99.70898478374512,18,0.0863951720054265,8,0.2344853976287392,1
501,16597.128108780074,82.93216600720007,2.448835273150543,87.91218793977635,2,0.0348781553222891,1,0.1675872545247688,0
893,15716.362461068631,99.40233772836864,2.081487530618076,74.5800385819517,0,0.0919069215796509,5,0.1013574592859442,1
404,5894.259880169885,93.56245003073292,4.814604294164815,73.97308143903645,6,0.0195656427843428,5,0.4014092614784997,1
387,17356.85576331942,98.61344511124796,0.693562839710249,60.35099020247672,21,0.0337864943643557,1,0.2183286957303901,1
417,14746.820701464494,86.50836561365216,2.66589670351232,82.6780190255524,11,0.000616771062064,2,0.1782759947078448,1
897,11549.212846531493,82.53274251036748,4.272520192670234,99.26165572177251,19,0.0355733478065466,1,0.3124719110533186,1
763,17601.621176588,80.25643299021212,4.858762169056683,63.29832311935816,2,0.0997438504887326,6,0.3951143557411993,1
971,19450.916513203258,84.07989207218775,3.792406567639496,65.72790015520968,19,0.0714026214586905,2,0.1314437294105245,1
225,9429.52216357749,92.45908088366764,4.266159484591814,90.85254532900056,4,0.0235283906603223,3,0.4668408070951346,1
402,11126.83372112724,97.2554155491845,0.8231339545046114,97.32059492521682,14,0.0969779208311758,1,0.3541733654627715,1
369,5590.877505392291,98.94613798473924,4.732864478628094,83.5244628182241,7,0.0988000635267102,0,0.1505436899888864,1
775,14878.107735050824,93.04562225636892,3.899025182767875,93.2455585774153,9,0.001932714775204,2,0.1879688739302669,1
400,6152.045724716323,91.84965987803191,2.41388667635519,64.68165930753774,20,0.0309550472999466,6,0.2530841711505068,1
323,9608.246255319063,81.93637461974437,2.4729300140503128,79.81886252261333,9,0.0042455435725363,1,0.4283837544546122,0
333,12995.4330086921,98.96739105577838,4.078791701587502,91.6166100127684,22,0.098018748984437,6,0.3911656386287763,1
421,19475.23054181708,87.3468103055456,3.695652669184265,99.99220576535204,13,0.0031005859331058,8,0.3632815960376452,1
278,18144.79149713468,82.29483916676384,4.597756283176723,78.63486915630702,14,0.0031083810722496,1,0.131164863388328,1
771,17857.688854981294,80.28393268943448,3.188071854400339,99.26442622569732,15,0.0261878027043324,0,0.3699298303282959,1
555,10757.49427899566,94.35352315587,4.27171640630489,91.94996595808004,11,0.0046559598824195,3,0.2903172786144807,1
919,15412.258602647466,89.8203952533782,2.621156495778489,92.0249462565126,13,0.066421949245919,3,0.3376988595894491,1
191,9438.980441549242,90.25152431848424,4.708626414774498,62.44550520048895,13,0.0568380579546337,7,0.4257780569184225,1
425,8796.523087694131,81.05419579706879,3.815375994109523,69.49875628890983,12,0.0091029088800285,0,0.2919484240441107,1
386,13285.492067258514,87.09691446861316,1.4716652042253089,96.38154279653554,16,0.0993730194942936,8,0.4727403120903301,1
180,19761.654785547467,90.30334056773178,0.5396667498251269,60.62589271768264,7,0.0730446231842202,9,0.3124179871899833,1
159,16487.87965827113,94.55158644269888,2.012352744840072,98.65105007589584,4,0.0445192960216002,5,0.1360076087408677,0
914,9677.957868753248,84.24162474954755,3.961340554981676,66.23705008695326,16,0.0713462234660466,7,0.468388987684461,1
845,7450.501375976302,86.7290070363502,2.120294720978277,89.38617991412255,17,0.0361449506207961,5,0.2347692064639343,1
765,17584.95991577016,83.06825764778176,2.30296031797079,61.36781799684756,15,0.0369375941294398,1,0.3892254934212746,1
385,11528.934194848309,83.00621244967938,1.2232201320117753,92.590747253881,3,0.014292487554641,2,0.4585172857330105,0
145,13756.591707711674,83.41627412612422,2.2326855702818524,68.96689106987607,6,0.0607361518256572,0,0.3046243628552743,1
552,5630.370127571079,99.06614335164744,0.6740823121573619,82.51080283206127,17,0.0670352697801764,2,0.4108056052247278,1
133,8161.896523250429,85.736932912944,2.9749478713967883,68.63465590637955,12,0.0462000010737285,0,0.3237938551054298,1
232,5057.298839878747,99.1949144292394,1.1244914785068385,75.76681818334025,13,0.0540159802499041,9,0.4076262616236424,1
337,17659.90207913037,98.81931575685589,2.5908218189084504,65.4702009445355,15,0.0239676508611274,2,0.1877334568468058,1
917,10321.569377539765,94.02998202930333,3.386706660789295,61.60979082477003,11,0.0314836975516826,3,0.1002379032170629,1
315,16016.65898113387,87.01419575984168,3.2617048183440263,60.9074736872979,13,0.0194604230021499,0,0.3446766490134637,1
570,7690.340154338614,89.18692020345645,4.950835094631671,78.05071181485067,0,0.0852835267882495,6,0.4127449125997574,1
377,9297.793233906845,83.42171933714324,1.540291474118274,67.83100445652545,23,0.0169950910799672,7,0.2253169012638622,1
610,19351.997232264293,91.31703574821344,0.8056679190027181,86.1667324796773,16,0.0609990728815055,5,0.2047066070916853,1
172,15575.61359530389,82.09321267815793,4.6726953468413415,62.18486145956153,0,0.0667553799704802,9,0.4985840057677138,1
899,5769.407734718234,90.87755842322235,3.811930199406858,87.21062514914298,18,0.0004976519938377,2,0.4319098565696372,1
553,19872.9916374108,87.3350415285188,3.442097792001275,63.53129994339666,19,0.0838619794406486,2,0.2674762702006319,1
301,19484.584629002005,97.13459893011796,3.113424913785139,99.47507387766882,3,0.0808493340489187,1,0.4426687102036478,1
269,19014.56171251236,89.63989835465733,3.39319043672342,73.66192467692706,0,0.0010748165751581,3,0.2800666656204827,1
164,18267.180913951383,90.68440819862496,2.870373874463364,74.91728529880368,10,0.0057297775282659,7,0.3480616451988616,0
